Order ID,Order Date,Order Mode,Customer ID,City,Postal Code,Country,Region,Product ID,Product Name,Category,Sub-Category,Sales,Cost Price,Quantity,Discount
BNR-638250,3/3/2024,In-Store,CI029431,Preston,PR1,England,Yorkshire and the Humber,01JZ3N55KKMZ5E03M2JK0DCAYK,Field Journal,Books,Journals,14.99,4.497,3,0.17
DPL-288958,12/21/2024,Online,NW031911,Newtown,RG20,England,,01JZ3N52QXFBXS9F227ZJCC9GX,Pet Hair Vacuum Cleaner Attachment,Pets,Grooming Supplies,14.99,4.497,18,0.03
GSX-638347,12/5/2024,In-Store,UQ060377,Hatton,CV35,England,East Midlands,01JZ3N54XE81G2BHMHAG8X55M7,Chocolate Almond Milk,Food - Dairy Alternatives,Plant-Based Beverages,2.79,0.837,12,0.22
DRY-531382,11/2/2024,Online,UG081307,London,W1F,England,Yorkshire and the Humber,01JZ3N523YJC9J2K7Y7FZ6V2TR,Adjustable Laptop Desk,Office,Furniture,59.99,17.997,5,0.21
YWA-679861,12/18/2024,In-Store,IR005341,Liverpool,L74,England,West Midlands,01JZ3N56K2VDF9W3Z62NENPAP4,Kids' Art Supplies Kit,Toys,Creative Arts & Crafts,29.99,8.997,11,0.19
SMM-006165,9/5/2024,Online,DS078483,Merton,SW19,England,East Midlands,01JZ3N5552Y070EB7BFNG169TD,Reusable Food Storage Bags,Kitchen,Food Storage Solutions,19.99,5.997,14,0.19
NNZ-923864,8/23/2024,In-Store,CP050234,Brampton,NR34,England,East Midlands,01JZ3N56223Q7E2AX0YYM8H1DD,Silicone Baking Mat Set,Kitchen,Baking Accessories,24.99,7.497,1,0.38
XHF-692907,6/11/2024,Online,BK070785,Ashley,SN13,England,Yorkshire and the Humber,01JZ3N53CM0N627DN7YP52Q33B,Quinoa & Black Bean Salad,Food - Salads,Healthy Salads,7.49,2.247,9,0.37
ECB-497975,3/13/2024,In-Store,LW071445,Walton,CV35,England,North West,01JZ3N55VSJMMDRYMXXA19JG7M,Smartphone Projector,,Portable Projectors,29.99,8.997,10,0.32
TRY-412778,3/5/2024,Online,RC069836,Leeds,LS6,,London,01JZ3N53J5FTP9096ZS78Y3PGF,Wall Calendar,Home,Decorative Wall Art & Accessories,17.99,5.397,17,
ZKZ-410857,7/18/2024,In-Store,JD087400,London,SW1E,England,,01JZ3N55325SZTJS9GTRMWW2WA,Insulated Wine Tote,Accessories,Wine Accessories,24.99,7.497,5,0.12
WJM-207855,7/2/2024,Online,YL065975,Birmingham,B40,England,North West,01JZ3N51GB6BDR542KWQH4HB6P,Breathable Face Mask Set,Health,Safety & Protection,14.99,4.497,3,
PCV-508375,5/22/2024,In-Store,UT094280,Dean,OX7,England,South East,01JZ3N50ZH8DS8K59WR84KWH88,Poppy Seed Dressing,Food - Condiments,Dressing,3.49,1.047,6,0.26
PIP-528358,6/29/2024,Online,QU055720,Craigavon,BT66,,South West,01JZ3N52NM0CHTTYCF1RSP0ZVT,Gardening Tool Belt,Garden,Gardening Accessories,22.99,6.897,16,0.34
QWD-247670,10/25/2024,In-Store,RU014698,Wootton,NN4,England,East of England,01JZ3N563QYFEB8QYHSTCNWH9H,Diced Tomatoes (canned),Food - Canned Goods,Canned Vegetables,1.49,0.447,19,0.26
PPF-500572,1/27/2024,Online,CG060898,Church End,N3,England,,01JZ3N51V0YYJTCZB369CA5D23,Artisan Cornbread Mix,Food - Baking,Mixes,2.49,0.747,14,0.19
EIZ-317585,10/26/2024,In-Store,CS060883,Edinburgh,EH9,Scotland,,01JZ3N51K05JE0Y4J2FK7CC65Z,Blue Corn Tortilla Chips,Food - Snacks,Tortilla Chips,3.49,1.047,8,0.2
RZG-927256,6/21/2024,Online,RU058520,Whitchurch,BS14,England,South East,01JZ3N56BQNGWJE6W17D61P2N9,Ribbed Knit Dress,Clothing - Dresses,Casual Dresses,59.99,17.997,8,0.25
ZTM-709738,8/9/2024,In-Store,NG091342,Belfast,BT2,Northern Ireland,,01JZ3N50QV70T2DK1XDZM3SNF6,Vegetable Chips,Food - Snacks,Healthy Snacks,3.99,1.197,7,0.1
QNG-439141,3/19/2024,Online,GR028974,Belfast,BT2,Northern Ireland,,01JZ3N522XJXR6F5PYTSBZEQC7,Jalape√±o Cornbread,Food - Bakery,Breads,3.29,0.987,13,0.34
VHK-469360,11/20/2024,In-Store,LH043536,Milton,AB56,Scotland,,01JZ3N53W2SY99S9P3ZMAJBNR4,Wildflower Honey,Food - Condiments,Syrups,4.99,1.497,7,0.36
BCK-014976,11/6/2024,Online,DM011507,Birmingham,B12,England,South East,01JZ3N5246K94EFX6PM75JVVJN,Veggie Burger Patties,Food - Meat Substitutes,Plant-Based Proteins,5.99,1.797,8,0.01
SWJ-385473,3/20/2024,In-Store,HH062390,Denton,M34,England,East of England,01JZ3N50Y58RTC8MEC22FQBXDA,Spinach and Cheese Stuffed Shells,Food - Frozen Meals,Frozen Pasta Dishes,5.99,1.797,9,0.27
XSR-436975,8/28/2024,Online,CS092679,Belfast,BT2,Northern Ireland,,01JZ3N50QJERPWJG1VJ40YSMPV,Artisan Bread Loaf,Food - Bakery,Breads,3.99,1.197,6,
IRS-213409,4/24/2024,In-Store,DI067107,Kingston,DT10,England,North West,01JZ3N55EPTAZNA3KX60RKB3NQ,Wrap Jumpsuit,Clothing - Jumpsuits,Jumpsuits,54.99,16.497,17,0.05
QCF-919133,6/19/2024,Online,FR010822,Sheffield,S33,England,East of England,01JZ3N50VPFAHBHC4N46WSZSEX,Maple Chipotle Glaze,Food - Condiments,Sauces,3.49,1.047,10,0.05
UXT-020839,1/8/2024,In-Store,AS095657,Church End,CB4,England,East of England,01JZ3N52Z38YMBTDKBN72BNGMJ,Pork Chops,Food - Meat,Pork,9.49,2.847,2,0.05
BKL-431269,1/11/2024,Online,ZR069261,Halton,LS9,England,Yorkshire and the Humber,01JZ3N53MQW71DM2VBE1HPJ414,Cinnamon Roll Kit,Food - Baking,Baking Kits,6.89,2.067,13,0.04
ZOY-189635,12/30/2024,In-Store,PS010060,Church End,CB4,England,North West,01JZ3N55YX0EZCKKXKMHXTBPC2,Smart Thermostat,Smart Home,Home Automation,149.99,44.997,5,0.11
FRL-917997,4/13/2024,Online,VH053108,Halton,LS9,England,South East,01JZ3N50C42JH7RK7B9RZSMGJ0,Cereal Dispenser with Portion Control,Kitchen,Food Storage Solutions,24.99,7.497,12,0.04
VQO-250211,1/12/2024,In-Store,AZ010927,Hatton,CV35,England,,01JZ3N55KWNKK4GET2Q8H3W0AP,Organic Vanilla Bean Ice Cream,Food - Frozen Desserts,Ice Cream,5.99,1.797,7,0.26
LIU-189947,2/4/2024,Online,RG061998,Manchester,M14,England,South West,01JZ3N509KNGZCGF9RBNKC4FA8,Hiking Gaiters,Outdoor,Hiking Accessories,29.99,8.997,13,
MNC-879037,2/6/2024,In-Store,BD074505,Sutton,CT15,England,East of England,01JZ3N54X6QJ7M42VWJJ1R0J5Z,Sturdy Bookends,Office,Office Accessories,22.99,6.897,1,0.29
JPF-589983,2/27/2024,Online,IS067894,Craigavon,BT66,Northern Ireland,,01JZ3N51CGD4QNW9RQNJ7EA0MV,Laptop Stand,Accessories,Laptop Accessories,29.99,8.997,18,0
HOW-757538,12/3/2024,In-Store,PC005521,Tullich,AB55,Scotland,,01JZ3N50Z0WR9JQE9P95BCGGPW,Fitness Tracker Band,Fitness,Wearable Technology,29.99,8.997,2,0.32
ECZ-105422,10/24/2024,Online,MC022478,Aston,TF6,England,,01JZ3N50ESGK3P4RR5Z0YF0ESD,Greek Feta Cheese,,Cheese,4.99,1.497,2,0.07
DKO-388779,8/16/2024,In-Store,UM003359,Charlton,OX12,England,West Midlands,01JZ3N51FNZKSA0PQP5CH8H6NM,Chunky Knit Sweater,Clothing - Tops,Sweaters,59.99,17.997,11,0.11
RVK-896347,9/7/2024,Online,HC025261,Eaton,DN22,England,Yorkshire and the Humber,01JZ3N53NBCSNZW2T0PHTDQPWZ,High-Quality Yoga Mat,Fitness,Yoga Equipment,34.99,10.497,18,0.11
BIU-125938,5/18/2024,In-Store,TV097382,Whitwell,DL10,England,London,01JZ3N55NARNE1G3WPE1WGKKCJ,Coffee Capsule Dispenser,Kitchen,Coffee Accessories,24.99,7.497,16,
WQP-873854,7/24/2024,Online,OS018365,Birmingham,B12,England,East Midlands,01JZ3N56AWC7GNPNFRBJ61KDX9,Organic Whole Wheat Flour,Food - Baking Goods,Baking Ingredients,2.99,0.897,1,0.12
JWH-838061,7/27/2024,In-Store,TW023701,Sheffield,S1,England,West Midlands,01JZ3N5519WGMKBKJ806V54SNA,Chino Shorts,,Bottoms,34.99,10.497,15,0.27
DAT-646110,10/24/2024,Online,KR032421,Aston,TF6,England,North West,01JZ3N50E1KVB8747YDFBVC7JN,Aged White Cheddar Popcorn,Food - Snacks,Gourmet Snacks,2.99,0.897,3,0.08
DVW-370561,9/29/2024,In-Store,DI067107,Norton,NN11,England,London,01JZ3N55EPTAZNA3KX60RKB3NQ,Wrap Jumpsuit,Clothing - Jumpsuits,Jumpsuits,54.99,16.497,13,0.4
GIL-732815,5/24/2024,Online,GS009902,Aston,TF6,England,South West,01JZ3N514WVFFD3NYKW211KG0V,Kids' STEM Robotics Kit,Toys,Educational Toys,59.99,17.997,4,0.14
PGN-640240,6/26/2024,In-Store,MS069774,Thorpe,BD23,England,East of England,01JZ3N54QDVS97NFSQG7JP4JRM,Personalized Keychain,Accessories,Custom Accessories,10.99,3.297,4,0.06
WOX-681043,4/24/2024,Online,CN044542,Normanton,LE15,England,East of England,01JZ3N56X4R6WZK47XA6FWC3F8,Non-Stick Baking Sheets,Kitchen,Baking Accessories,29.99,8.997,10,0.03
XTW-053104,7/3/2024,In-Store,PQ042587,Liverpool,L74,England,London,01JZ3N52ZWNE8J9VCBMW8NQ4TK,Ground Turkey,Food - Meat,Poultry,5.49,1.647,3,0.06
XNN-761899,9/7/2024,Online,QP093917,Weston,GU32,England,East Midlands,01JZ3N50Q2YVHN18ADNX70G8GG,Peach & Mango Salsa,Food - Snacks,Salsas and Dips,4.49,1.347,12,0.24
WLT-776919,8/11/2024,In-Store,FH015492,Brampton,NR34,England,West Midlands,01JZ3N53A64TW72TVK28SMMXKX,Children's Backpack,Accessories,Kids' Bags,29.99,8.997,4,0.07
NWE-695041,10/18/2024,Online,JX027350,Langley,SG4,England,East Midlands,01JZ3N5251JPAGQSNDZ381DJ2D,Avocado Oil Mayo,Food - Condiments,Dips & Spreads,5.29,1.587,15,0.26
SKE-304686,7/11/2024,In-Store,DP081891,Upton,DN21,England,,01JZ3N52H92FFJAQWHR0RG5YY2,Fall-Themed Table Runner,Home,Seasonal Home Decor,19.99,5.997,8,0.37
CAU-064559,3/24/2024,Online,PO009558,Whitwell,DL10,England,West Midlands,01JZ3N51FX8Z7WYGMVG7F0YSXT,Foldable Picnic Table,Outdoor,Outdoor Furniture,49.99,14.997,5,0.1
MQR-024488,1/11/2024,In-Store,BC098676,Kirkton,KW10,Scotland,,01JZ3N56YR6082G59CYKNJE36J,Basil Pesto Pasta,Food - Prepared Meals,Cuisine - Italian,6.49,1.947,2,0.36
FNQ-208683,6/4/2024,Online,YO052337,Church End,CB4,England,South West,01JZ3N55RBBTDXRS10FA4G33NV,Sriracha Honey Glaze,Food - Sauces,Condiments,3.59,1.077,11,0.39
YDV-865433,5/29/2024,In-Store,TM070339,London,EC1V,England,South West,01JZ3N5133DHD0DRRSGD130PHP,BBQ Sauce,Food - Condiments,Sauces,3.49,1.047,13,0.08
MHQ-693655,6/23/2024,Online,YY017812,Bristol,BS41,England,West Midlands,01JZ3N53S2JPX66C0F7562XXJ8,Rustic Italian Breads,Food - Bakery,Artisan Bread,3.99,1.197,1,0.19
MML-760326,4/18/2024,In-Store,NL024977,Upton,WF9,England,East Midlands,01JZ3N54RK0BMDNY7AF4ANJBE8,Compact Pop-Up Tent,Outdoor,Camping Equipment,69.99,20.997,10,0.35
VHL-499071,2/24/2024,Online,FR022820,Bristol,BS41,England,,01JZ3N52X652BZJG24134MFM6F,Dog Collar,Pets,Dog Accessories,15.99,4.797,13,0.25
AFC-156224,12/22/2024,In-Store,UI012965,Carlton,DL8,England,Yorkshire and the Humber,01JZ3N553YT8QR9TPZV7JC9AY0,Cinnamon Spiced Almonds,Food - Snacks,Nuts and Trail Mix,5.99,1.797,7,0.21
STZ-337896,1/12/2024,Online,LV083814,Halton,LS9,England,West Midlands,01JZ3N513N96GEHXZ8EX7RV5DF,Travel Document Organizer,Travel,Travel Accessories,15.99,4.797,2,0.19
FSI-915048,6/15/2024,In-Store,CZ054222,Newbiggin,NE46,England,North West,01JZ3N50WCFVGMZBSRQ3XAH16S,Sports Bottle,Fitness,Hydration Gear,15.99,4.797,20,0.08
QIV-101897,9/1/2024,Online,GL049016,Marston,ST20,England,North West,01JZ3N524BG6AVKDXPK72N2HAF,Maple Pecan Granola,Food - Breakfast,Granola/Cereal,4.49,1.347,14,0.32
FYU-524523,8/20/2024,In-Store,FG094679,Burnside,EH52,Scotland,,01JZ3N55992V3EVB7V6CYQWTF2,Travel Orthopedic Pillow,Travel,Travel Accessories,24.99,7.497,15,0.2
THX-060327,3/17/2024,Online,VZ013231,Leeds,LS6,England,North West,01JZ3N56HFTE775PPJ6A4DC45C,Belted Trench Coat,Clothing - Outerwear,Coats,89.99,26.997,5,0.01
GZX-641108,7/22/2024,In-Store,TP022524,London,EC3M,England,North East,01JZ3N51TAZXSN4SC971ZJ5WNQ,Bamboo Cutting Board Set,Kitchen,Kitchen Gadgets,34.99,10.497,16,0.2
ZSN-856184,7/16/2024,Online,BT027523,Seaton,LE15,England,East of England,01JZ3N55WY6D3RRC2YAS4NJ54N,Cable Knit Beanie,Clothing - Accessories,Headwear,19.99,5.997,4,0.28
UPM-591095,5/3/2024,In-Store,QP093451,London,EC1V,England,,01JZ3N519A0M9FH6ZKFDE0PTNN,Organic Almond Flour,Food - Baking,Flours & Meals,6.99,2.097,3,
OTH-194033,2/14/2024,Online,FO087533,Swindon,SN1,England,North West,01JZ3N55XKKCQY36FDMSF39KRB,Italian Herb Balsamic Marinade,Food - Condiments,Marinades and Sauces,3.99,1.197,13,0.33
CYZ-580472,9/16/2024,In-Store,BJ071974,Preston,PR1,England,London,01JZ3N562WAYZWKSNDJ0PA3N9T,Chocolate Chip Energy Balls,Food - Snacks,Healthy Snacks,3.99,1.197,12,0.05
ALN-003599,5/20/2024,Online,NB014517,Carlton,DL8,England,,01JZ3N52QCAFXYWMDDBS47DJ05,Maple Cinnamon Granola,Food - Cereals,Granola,4.29,1.287,18,0.23
QVD-662054,3/18/2024,In-Store,RU014698,Birmingham,B12,England,South East,01JZ3N563QYFEB8QYHSTCNWH9H,Diced Tomatoes (canned),Food - Canned Goods,Canned Vegetables,1.49,0.447,18,
RUA-767661,10/18/2024,Online,IS067894,Merton,SW19,England,South East,01JZ3N51CGD4QNW9RQNJ7EA0MV,Laptop Stand,Accessories,Laptop Accessories,29.99,8.997,18,0.07
CFT-073342,6/17/2024,In-Store,BT046086,Belfast,BT2,Northern Ireland,,01JZ3N50R3QEBK1XYP3FC0AMBH,Window A/C Unit,Home Appliances,Cooling Appliances,299.99,89.997,4,0.08
SBZ-751948,7/4/2024,Online,CI029431,Ashley,SN13,England,East Midlands,01JZ3N55KKMZ5E03M2JK0DCAYK,Field Journal,Books,Journals,14.99,4.497,2,0.16
CIA-626269,12/7/2024,In-Store,PC005521,Kirkton,KW10,Scotland,,01JZ3N50Z0WR9JQE9P95BCGGPW,Fitness Tracker Band,Fitness,Wearable Technology,29.99,8.997,20,0.33
HAW-305847,6/21/2024,Online,YU047262,Edinburgh,EH9,Scotland,,01JZ3N5526DZNW71Y3Q7DYRDAJ,Spicy Vegetable Sushi Rolls,Food - Prepared Foods,Vegetarian Meals,8.49,2.547,4,0.22
RAP-813691,8/1/2024,In-Store,RL033705,Ashley,SN13,England,West Midlands,01JZ3N51JG9CYNGR3049ZCR91W,Electric Rice Cooker,Kitchen,Cooking Appliances,39.99,11.997,2,0.28
OSQ-806570,3/23/2024,Online,DK052714,London,WC2H,England,Yorkshire and the Humber,01JZ3N53DR566CGW8SY98S5AHY,Roasted Garlic,Food - Condiments,Garlic-Based Sauces,4.29,1.287,15,0.04
CTF-472829,7/24/2024,In-Store,GH044368,Craigavon,BT66,Northern Ireland,,01JZ3N51WXJKK10GM467Y4934A,Travel Organizer,Travel,Travel Accessories,22.99,6.897,18,0.31
TDZ-425320,8/7/2024,Online,UD072234,Newtown,RG20,England,North West,01JZ3N50VD4V7GYPJR2F010TN1,Pesto Genovese,Food - Condiments,Sauces,6.49,1.947,9,0.13
YMA-184896,10/21/2024,In-Store,HG027398,Newton,NG34,England,North East,01JZ3N52T5TYKS7SRS1MGR58JX,Car Vacuum Cleaner,Automotive,Car Cleaning,39.99,11.997,19,0.26
IUJ-527265,12/10/2024,Online,AI061783,Weston,GU32,England,North West,01JZ3N55XVQGPB0C0V449KEF9V,Measuring Cups Set,Kitchen,Baking Accessories,19.99,5.997,1,0.05
VRV-648933,5/13/2024,In-Store,KI039617,Charlton,OX12,England,,01JZ3N5235WTG93CAHMS6XDQ5H,Spicy Tuna Sushi Kit,Food - Prepared Meals,Kits - Sushi,8.99,2.697,19,0.18
DJD-135244,8/7/2024,Online,MC053747,Newport,NR29,England,North West,01JZ3N526TEAAZGM2XS95N1K5X,Pita Bread,Food - Bakery,Breads,2.99,0.897,15,
XWO-168272,10/25/2024,In-Store,OS018365,Milton,AB56,Scotland,,01JZ3N56AWC7GNPNFRBJ61KDX9,Organic Whole Wheat Flour,Food - Baking Goods,Baking Ingredients,2.99,0.897,5,0.21
GBD-331125,5/13/2024,Online,FQ069496,Preston,PR1,England,Yorkshire and the Humber,01JZ3N51WA4J6K3NJAHGZ77S13,Chili Con Carne Mix,,Seasoning Mixes,2.99,0.897,19,0.07
NTU-352996,5/12/2024,In-Store,QP011273,Twyford,LE14,England,Yorkshire and the Humber,01JZ3N54NGVNM8Q8H77RG14FSF,Lemon Herb Chicken,Food - Meat,Marinated Poultry,7.49,2.247,6,0.2
PNM-448402,3/16/2024,Online,OC045781,London,WC2H,England,North West,01JZ3N52YJJF3S322THRPJ8DDD,Microfiber Cleaning Cloths,Home,Home Organization,9.99,2.997,12,0.22
YOI-247096,8/5/2024,In-Store,OA076119,Twyford,LE14,England,East Midlands,01JZ3N55D31C3SWE7XTJVEGTDV,Phone Screen Protector,Accessories,Mobile Accessories,12.99,3.897,15,
MKC-650649,5/15/2024,Online,DU053934,Tullich,AB55,Scotland,,01JZ3N54TVQ5KQSQJ34MB6ERHH,Deluxe First Aid Kit,Health,Emergency Preparedness & First Aid,39.99,11.997,2,0.15
WNU-790768,4/29/2024,In-Store,BF080088,Sutton,CT15,England,North East,01JZ3N510FN3A0P13P3QKA2A6N,Curried Lentil Salad,Food - Salads,Vegetarian Salads,4.29,1.287,14,0.18
NDL-373292,4/7/2024,Online,JY078378,Leeds,LS6,England,,01JZ3N552FMW6898G406DB65W2,Organic Coconut Oil,Food - Oils,Oils,8.99,2.697,16,0.26
UKD-640675,7/28/2024,In-Store,WN068197,Leeds,LS6,England,North West,01JZ3N52ZMQ5D81FW3YE4M2SPD,Chipotle Black Bean Burger,Food - Meats,Meat Alternatives,4.99,1.497,19,
QWK-541512,8/15/2024,Online,LY095086,Middleton,LE16,England,London,01JZ3N51GQPPBPBWQQV6NEC6PS,Artisan Bread,Food - Bakery,Breads,4.59,1.377,9,0.25
YJZ-375436,1/28/2024,In-Store,WI076001,Weston,GU32,England,West Midlands,01JZ3N55YCPX0D3K6Y919H89GK,Beef Stroganoff Mix,Food - Meal Kits,Pasta & Rice Mixes,5.49,1.647,6,0.1
SEW-639743,6/26/2024,Online,WI001306,Bradford,BD7,,South West,01JZ3N52BJR60NHTXRJM973WN8,Tomato Paste,Food - Canned Goods,Sauces & Condiments,1.29,0.387,11,0.26
VKT-223928,3/12/2024,In-Store,UA071149,Hatton,CV35,England,London,01JZ3N51YCN1GFP18YHKZ9NARX,Luxury Bath Salts,Beauty,Bath & Body,19.99,5.997,13,0.1
QBJ-496303,12/10/2024,Online,LG018760,London,WC1B,England,South East,01JZ3NC9ZQKV7FDACKF9H8GRVV,Portable Hammock Swing,Outdoor,Outdoor Furniture,59.99,17.997,9,0.08
YRB-097751,5/8/2024,In-Store,DG054831,Edinburgh,EH9,Scotland,,01JZ3NCF7MB5M48M33ACEFJNRE,Herbed Mushroom Risotto,Food - Prepared Foods,Frozen Meals,5.49,1.647,9,0.19
NGS-522320,2/6/2024,Online,KE050319,Newtown,RG20,England,,01JZ3NCET4Q4JH1N48EWWXQAXH,Electric Egg Cooker,Kitchen,Small Appliances,29.99,8.997,11,0.28
UIB-003832,6/9/2024,In-Store,MG006726,Eaton,DN22,,North West,01JZ3NT0W7CS0W3AFK08D40KY0,White Rice,Food - Grains,Rice,1.49,0.596,19,0.24
JKC-753473,1/26/2024,Online,EH051958,Sutton,RH5,England,East Midlands,01JZ3NT0G2KA577CYDQJYBPM01,Whole Roasted Chicken,,Poultry,9.99,3.996,9,0.07
JIW-141014,9/4/2024,In-Store,QW076708,Whitchurch,BS14,England,East of England,01JZ3NR2636X7KVN84BQPBH7YC,Fitness Mat,Fitness,Fitness Accessories,49.99,19.996,20,0.09
OTQ-827585,4/3/2024,Online,YE054365,Upton,DN21,England,North East,01JZ3NTFXNFXSXYYEK9FTRGEG0,Sweet Potato Chips,Food - Snacks,Savory Snacks,2.99,1.196,2,0.29
AXW-741818,2/12/2024,In-Store,MC047623,Newport,NR29,England,East Midlands,01JZ3NR2GA1PYYJYACA3HGP21P,Mechanical Pencil Set,Office,Writing Instruments,19.99,7.996,3,0.35
EMW-876965,2/16/2024,Online,UK042725,Pentre,SY4,Wales,,01JZ3NCBDNPX0E32472V2XS7NK,Silicone Baking Mats,Kitchen,Baking Accessories,19.99,5.997,8,0.01
ATY-147311,9/11/2024,In-Store,KI089155,Newton,IV1,Scotland,,01JZ3NT8HHDRM1ZMENA9D66RVV,Pesto Pasta Salad,Food - Prepared Foods,Salads,4.99,1.996,6,0.24
YXC-651461,6/5/2024,Online,SE083704,Thorpe,BD23,England,South West,01JZ3NQZDK24WFSSXVFHGP6HXZ,Pet Grooming Scissors,Pets,Grooming Supplies,16.99,6.796,4,0.34
NPW-712203,3/17/2024,In-Store,OK059668,Seaton,LE15,England,North East,01JZ3NR6FM947MW625MYESED0R,Asian Stir-Fry Kit,Food - Frozen Meals,Frozen Asian Meals,5.49,2.196,20,
CIF-560833,10/31/2024,Online,JZ004144,Buckland,CT16,England,West Midlands,01JZ3NT4QPXXP40DE0G1X47N4Q,Watercolor Paint Set,Art Supplies,Painting Supplies,19.99,7.996,15,0.12
RFE-973325,10/29/2024,In-Store,MG053337,Sutton,CT15,England,North West,01JZ3NR6YQQW9YGWNDJJY9HAMQ,Travel Laundry Bag,Travel,Travel Accessories,9.99,3.996,10,0.11
UAI-955034,5/17/2024,Online,OF005773,Brampton,NR34,England,,01JZ3NR3G9RQTG5B9BFWD6BG79,Streaming Device,Electronics,Home Entertainment Equipment,49.99,19.996,6,0.12
GNU-384472,5/1/2024,In-Store,XR044405,Bristol,BS41,England,South West,01JZ3NTKQGMCE7JYCF5EMC2KDN,Ice Cream Scoop,Kitchen,Kitchen Gadgets,12.99,5.196,18,0.34
OVF-835771,3/1/2024,Online,KO026744,Newport,NR29,England,North West,01JZ3NCBQEZ6QYPZM3R8RJR107,Blackberry Jam,Food - Condiments,Fruit Spreads,4.29,1.287,10,0.25
NYA-438041,11/15/2024,In-Store,SM003639,Tullich,AB55,Scotland,,01JZ3NRAWG5DHVWZ004ZV14BDR,Premium Flashlight,Outdoor,Camping Equipment,19.99,7.996,3,0.3
BRE-560427,1/15/2024,Online,MY031639,Church End,N3,England,,01JZ3NTBGS7CADRDT1PH54PJ3N,Sculpting Kit,Art Supplies,Sculpting Supplies,25.99,10.396,20,0
XEY-797285,7/22/2024,In-Store,IR066002,Normanton,LE15,England,South East,01JZ3NTFXBF2KN9N7BW91F7GWP,Set of Silicone Baking Molds,Kitchen,Baking Accessories,15.99,6.396,15,0.05
VEP-881932,8/5/2024,Online,RV058410,Milton,NG22,England,London,01JZ3NTPYPG30AK06DA9FD09ZF,Bamboo Utensil Holder,Kitchen,Kitchen Storage & Organization,14.99,5.996,5,0.33
DCA-888989,9/22/2024,In-Store,BK006288,Charlton,OX12,England,East of England,01JZ3NCEYAN4NK0AN9B0DGGXHN,Wireless Charging Station,Electronics,Mobile Accessories,39.99,11.997,17,0.22
VZB-607701,7/6/2024,Online,WO032878,Norton,S8,England,,01JZ3NR1XDTT9KZ7B0T1Z9FGV7,Bamboo Cotton Tank Top,Clothing - Tops,Sustainable Fashion,22.99,9.196,7,
TWQ-809940,1/10/2024,In-Store,MB036703,Seaton,LE15,England,South West,01JZ3NR4K3GEDM8FTY0WZ05QDW,Mini Hand Gesture Drone,Toys,Remote Control Drones,29.99,11.996,5,0.01
HEM-331874,3/25/2024,Online,XN095451,Church End,N3,England,South East,01JZ3NCA45T0SWY9X1ABERCAAT,Pineapple Teriyaki Chicken Mix,Food - Meat,Marinades and Sauces,6.99,2.097,16,0.39
OOG-207575,11/12/2024,In-Store,XN030548,Norton,S8,England,North East,01JZ3NR7CDSFMKJGYYX6XPE8E9,Plant Growing Kit,Garden,Indoor Gardening Supplies,22.99,9.196,14,0.06
VAL-711930,11/20/2024,Online,DV074616,Whitwell,DL10,England,North East,01JZ3NQZGM9X9PTNAMQTDNQDJ1,Puzzle Game Set,Toys,Board Games,34.99,13.996,1,
BFB-744696,3/15/2024,In-Store,SI013737,Aston,TF6,England,East Midlands,01JZ3NTAK6T784CM5BWN514Z55,Couscous,Food - Grains,Pasta,2.49,0.996,17,0.26
NJZ-352552,6/30/2024,Online,FX008936,Aston,TF6,England,North East,01JZ3NR35530H2HQJ328MVW3PM,Creamy Ranch Dressing,Food - Dressings,Dressings,2.49,0.996,18,0.34
CGF-099339,12/4/2024,In-Store,XY043257,London,EC3M,England,London,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing - Jumpsuits,Jumpsuits,89.99,35.996,8,0.32
KOR-934386,3/5/2024,Online,FT074520,Marston,ST20,England,North West,01JZ3NR1DFC3YDK9JT3BFVCXJH,Portable Solar Camp Shower,Outdoor,Camping Equipment,29.99,11.996,5,0.39
OMA-865873,7/28/2024,In-Store,OS066663,Sheffield,S1,England,East Midlands,01JZ3NR56C40JGMKTG54CSVXBZ,Brussels Sprouts,Food - Produce,Vegetables,3.49,1.396,10,0.1
OZM-032809,3/21/2024,Online,HV059622,Newbiggin,NE46,England,,01JZ3NCBPFK8SQR8V0TNAR34JA,Organic Black Beans,Food - Canned Goods,Canned Legumes,1.29,0.387,11,0.05
IDJ-199269,10/7/2024,In-Store,XR044405,Edinburgh,EH9,Scotland,,01JZ3NTKQGMCE7JYCF5EMC2KDN,Ice Cream Scoop,Kitchen,Kitchen Gadgets,12.99,5.196,10,0.31
EXY-632528,7/26/2024,Online,TB077884,Newport,NR29,England,,01JZ3NT09HDA8DPDY8X5P01PE7,Electric Kettle,Kitchen,Small Appliances,39.99,15.996,6,0.04
YYM-556861,7/16/2024,In-Store,YR037106,London,EC1V,England,Yorkshire and the Humber,01JZ3NC9PFJTGGZB1TEY8P05QH,Karaoke Microphone,Music,Audio Equipment,39.99,11.997,18,0.09
EDH-405321,9/19/2024,Online,ET068053,Glasgow,G4,Scotland,,01JZ3NCC7G4W5WBK9S46T36JXE,Lemonade Mix,Food - Beverages,Drink Mixes,1.99,0.597,16,0.33
