Order ID,Order Date,Order Mode,Customer ID,Postal Code,City (Cleaned),Country (Cleaned),Region (Cleaned),Product ID,Product Name,Category,Segment,Sub-Category,Sales,Cost Price,Quantity,Discount,Total Sales,Total Cost Price,Net Profit,Profit Margin
ZHZ-842408,2023-05-21,In-Store,HH054944,EH52,Burnside,Scotland,Scotland,01JZ3NC859K4YW1K74DJ6PTN44,Automatic Pet Feeder,Pets,Pets,Pet Feeding Supplies,69.14,20.50,18,0.33,1244.52,368.95,875.57,0.70
XVQ-707342,2023-05-21,Online,NY000158,NN11,Norton,England,East Midlands,01JZ3NSZ2PHJS11APMCF0WSF94,Air Fryer,Kitchen,Kitchen,Small Appliances,79.14,31.50,6,0.07,474.84,188.98,285.86,0.60
NTR-804222,2023-05-21,In-Store,MN066756,CV35,Walton,England,West Midlands,01JZ3N5BPTKGHNAPNDYD527JQG,Portable Solar Generator,Outdoor,Outdoor,Outdoor Accessories,399.14,119.50,15,0.18,5987.10,1792.46,4194.65,0.70
JME-485780,2023-05-22,Online,FX008936,NN11,Norton,England,East Midlands,01JZ3NR35530H2HQJ328MVW3PM,Creamy Ranch Dressing,Food , Dressings,Dressings,1.64,0.50,8,0.02,13.12,3.97,9.15,0.70
XDF-112669,2023-05-22,Online,TR063844,M14,Manchester,England,North West,01JZ3NTE7RARHN1AMVJRBX9YB7,Tandoori Chicken Marinade,Food , Condiments,Marinades and Sauces,1.64,0.50,20,0.06,32.80,9.92,22.88,0.70
SAJ-876657,2023-05-22,In-Store,CB019507,B40,Birmingham,England,West Midlands,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Food , Frozen Foods,Frozen Vegetables,2.24,0.95,9,0.08,20.16,8.51,11.65,0.58
BZN-647970,2023-05-22,In-Store,YL041091,NR29,Newport,England,East of England,01JZ3NR2CXW1T4SQJDRBHM6A8D,Black Bean Salsa,Food , Snacks,Salsas and Dips,2.74,1.15,7,0.04,19.18,8.02,11.16,0.58
IYD-685825,2023-05-22,In-Store,SV020317,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NTJJE4ZASZTC2P596TZAZ,Oven-Baked Cheese Crisps,Food , Snacks,Savory Snacks,3.14,1.10,20,0.02,62.80,21.92,40.88,0.65
AFJ-941455,2023-05-22,In-Store,VB012725,OX7,Dean,England,South East,01JZ3NRAXKEMNYS5MVH928NJQH,Non-Slip Yoga Socks,Fitness,Fitness,Yoga Equipment,12.24,4.95,10,0.05,122.40,49.46,72.94,0.60
YIS-950331,2023-05-22,In-Store,TL018333,N3,Church End,England,London,01JZ3NCBGRY32M109TS1NHZGKH,Portable Blender,Kitchen,Kitchen,Blenders & Juicers,29.25,8.75,19,0.04,555.75,166.25,389.50,0.70
RMK-181890,2023-05-22,In-Store,QO024751,N3,Church End,England,London,01JZ3NR2HM9DE39M9WJSA1TM5B,Cork Yoga Mat,Fitness,Fitness,Yoga Equipment,39.14,15.50,13,0.00,508.82,201.45,307.37,0.60
SJA-207643,2023-05-22,In-Store,ZM067254,OX12,Charlton,England,South East,01JZ3NC4HAYXSJ7SGV86KQ9QK7,Pressure Washer Accessories Kit,Home Improvement,Home Improvement,Outdoor Cleaning,39.14,11.50,20,0.22,782.80,229.94,552.86,0.71
BXK-647968,2023-05-22,In-Store,SQ055699,S8,Norton,England,Yorkshire and the Humber,01JZ3N58GF5KXAFGN2Y4N2DRVR,Gardening Kneeler and Seat,Garden,Garden,Garden Tools,39.99,12.00,5,0.31,199.95,59.99,139.97,0.70
LNR-093732,2023-05-22,Online,FB057994,NN11,Norton,England,East Midlands,01JZ3NTATAMQJSCG51XYKNB7FB,Electric Screwdriver,Tools,Tools,Power Tools,59.14,23.50,12,0.01,709.68,281.95,427.73,0.60
FIJ-224687,2023-05-23,Online,PP030760,GL54,Ford,England,South West,01JZ3N57FE6EZPS6YSR0TGVYRV,Hibiscus Herbal Tea,Food , Beverages,Herbal Tea,2.44,0.49,5,0.20,12.20,2.44,9.77,0.80
SIS-956865,2023-05-23,In-Store,PJ007525,SN13,Ashley,England,South West,01JZ3N5AAZ497MTK2995E81P8T,Mediterranean Couscous Salad,Food , Salads,Grain Salads,5.49,1.65,17,0.12,93.33,28.00,65.33,0.70
EWV-499884,2023-05-23,In-Store,MC009367,CT15,Sutton,England,South East,01JZ3NC7TCTWCYC6E9R34Z5Z2Z,Stuffed Peppers with Quinoa,Food , Prepared Meals,Vegetarian Meals,7.14,1.90,19,0.00,135.66,36.04,99.62,0.73
GTA-230256,2023-05-23,In-Store,ZR028036,OX7,Dean,England,South East,01JZ3NRAXKEMNYS5MVH928NJQH,Non-Slip Yoga Socks,Fitness,Fitness,Yoga Equipment,12.24,4.95,5,0.09,61.20,24.73,36.47,0.60
TZS-116450,2023-05-23,Online,UT051065,BT2,Belfast,Northern Ireland,Northern Ireland,01JZ3NTBG43WRAGV04SZS36HVM,Fitness Activity Journal,Fitness,Fitness,Health & Wellness Tools,14.24,5.75,5,0.00,71.20,28.73,42.47,0.60
WFT-505521,2023-05-23,Online,MB036703,W1F,London,England,London,01JZ3NR4K3GEDM8FTY0WZ05QDW,Mini Hand Gesture Drone,Toys,Toys,Remote Control Drones,29.14,11.50,18,0.08,524.52,206.93,317.59,0.61
OPD-348363,2023-05-23,Online,AT000491,CV35,Walton,England,West Midlands,01JZ3NC46M3N1TY5PYXHM8Z3P9,Under Desk Footrest,Office,Office,Office Accessories,29.14,8.50,12,0.27,349.68,101.96,247.72,0.71
BBZ-545288,2023-05-23,Online,KO035342,SG4,Langley,England,East of England,01JZ3NC68RR33ZRZBHH3E47EAP,Handheld Garment Steamer,Home,Home,Home Appliances,34.14,10.00,10,0.06,341.40,99.97,241.43,0.71
XOL-035616,2023-05-23,In-Store,HV092307,TF6,Aston,England,West Midlands,01JZ3NC8NWGSJ32AC1JDJVHX6X,Essential Oil Diffuser,Health,Health,Aromatherapy & Wellness,34.14,10.00,14,0.00,477.96,139.96,338.00,0.71
VHJ-473396,2023-05-24,In-Store,QK011998,IV1,Newton,Scotland,Scotland,01JZ3NR5M2JYXX42EERBNXRMRC,Honeycrisp Apples,Food , Produce,Fresh Fruits,1.04,0.26,10,0.01,10.40,2.56,7.84,0.75
CJX-698818,2023-05-24,In-Store,MC053747,LE14,Twyford,England,East Midlands,01JZ3N526TEAAZGM2XS95N1K5X,Pita Bread,Food , Bakery,Breads,1.99,0.35,14,0.21,27.86,4.86,23.00,0.83
KWB-388543,2023-05-24,In-Store,CE004322,NR29,Newport,England,East of England,01JZ3NR5D8HVQP8MZHCS5RVWQB,Maple Bacon Potato Chips,Food , Snacks,Savory Snacks,2.04,0.66,9,0.21,18.36,5.90,12.46,0.68
THC-501742,2023-05-24,In-Store,GU089133,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NC9Y5864GSVSXNJPJ0ZA9,Sweet Chili Dipping Sauce,Food , Condiments,Dips,2.24,0.65,11,0.07,24.64,7.12,17.52,0.71
LJK-166262,2023-05-24,Online,EC090021,M14,Manchester,England,North West,01JZ3N57YZDBW1KWS6SQSCFAEJ,Garlic and Herb Cream Cheese,Food , Dairy,Cheese Spreads,2.64,0.55,2,0.04,5.28,1.09,4.19,0.79
RLW-966242,2023-05-24,Online,WP022841,L74,Liverpool,England,North West,01JZ3NC7S1W636HCWVPAZG25HQ,Marinara Sauce,Food , Condiments,Sauces,2.64,0.55,1,0.39,2.64,0.55,2.09,0.79
BJJ-523279,2023-05-24,Online,EC090021,LS6,Leeds,England,Yorkshire & the Humber,01JZ3N57YZDBW1KWS6SQSCFAEJ,Garlic and Herb Cream Cheese,Food , Dairy,Cheese Spreads,2.64,0.55,3,0.00,7.92,1.64,6.28,0.79
SPI-051694,2023-05-24,Online,XQ091028,NE46,Newbiggin,England,North East,01JZ3NR5ZMHX20KE3AP4229EB5,Coconut Macaroons,Food , Confectionery,Cookies & Biscuits,4.14,1.50,4,0.15,16.56,5.98,10.58,0.64
CQN-411475,2023-05-24,In-Store,FJ090447,IV1,Newton,Scotland,Scotland,01JZ3NR9W9WFTS7K6XCW8KW22H,Coconut Oil,Food , Oils & Vinegars,Oils,5.74,2.35,10,0.07,57.40,23.46,33.94,0.59
TFA-285513,2023-05-24,In-Store,XL046143,CT15,Sutton,England,South East,01JZ3N58FSR2HGBEDTB6AW9DDW,Almond Flour,Food , Baking,Flours & Meals,5.99,1.80,11,0.02,65.89,19.77,46.12,0.70
JXS-504302,2023-05-24,Online,VJ044865,CT15,Sutton,England,South East,01JZ3N560E8BV38DW3RD9RB9WC,Incense Holder,Home,Home,Decorative Wall Art & Accessories,13.99,3.95,9,0.12,125.91,35.52,90.39,0.72
UBE-632861,2023-05-24,In-Store,FR022820,DL10,Whitwell,England,Yorkshire & the Humber,01JZ3N52X652BZJG24134MFM6F,Dog Collar,Pets,Pets,Dog Accessories,14.99,4.25,8,0.37,119.92,33.98,85.94,0.72
DPI-085157,2023-05-24,In-Store,LB094313,PR1,Preston,England,North West,01JZ3N52KRKGN9Z4BB0K0D1HJE,Indoor Plants,Garden,Garden,Houseplants,18.99,5.45,8,0.09,151.92,43.58,108.34,0.71
URZ-444150,2023-05-24,In-Store,RK059956,AB55,Tullich,Scotland,Scotland,01JZ3N59NTMPBAMATPA39A82GH,Face Mask Set,Health,Health,Personal Care & Grooming,19.14,5.50,13,0.01,248.82,71.46,177.36,0.71
FND-246588,2023-05-24,Online,NP077748,DL10,Whitwell,England,Yorkshire & the Humber,01JZ3NR54GNP566953HCSRASNA,Plant-Based Protein Bars,Health,Health,Fitness & Nutrition,19.24,7.75,18,0.04,346.32,139.43,206.89,0.60
PSU-364247,2023-05-24,In-Store,CS045505,W1F,London,England,London,01JZ3NRAWG5DHVWZ004ZV14BDR,Premium Flashlight,Outdoor,Outdoor,Camping Equipment,19.24,7.75,6,0.10,115.44,46.48,68.96,0.60
UAU-599119,2023-05-24,Online,VN016029,CT16,Buckland,England,South East,01JZ3NC7H398R53M2QYSQK70FR,Stainless Steel Cutlery Set,Kitchen,Kitchen,Cutlery,29.14,8.50,15,0.08,437.10,127.46,309.65,0.71
DTR-089951,2023-05-24,In-Store,GG001675,GL54,Ford,England,South West,01JZ3NCGXV2V0M59ATFCWZYC82,LED Christmas Lights,Home,Home,Seasonal Home Decor,29.24,8.75,8,0.08,233.92,69.98,163.94,0.70
PZN-063995,2023-05-24,In-Store,TL094123,BH21,East End,England,North West,01JZ3N530QGYJXYJ6NVWT9NA1M,Breezy Off-The-Shoulder Top,Clothing , Tops,Women's Tops,33.99,9.95,5,0.22,169.95,49.74,120.22,0.71
YYQ-169714,2023-05-24,In-Store,FR008830,SN1,Swindon,England,South West,01JZ3N50E9A9YN8P0Z7MTKENNK,Beard Grooming Kit,Grooming,Grooming,Grooming,33.99,9.95,19,0.03,645.81,188.99,456.82,0.71
TNK-225556,2023-05-24,In-Store,SQ012620,NN4,Wootton,England,East Midlands,01JZ3N50J4HDX27QF8316XHT3P,Dog Training Collar,Pets,Pets,Training Supplies,38.99,11.45,11,0.28,428.89,125.92,302.97,0.71
HEE-760474,2023-05-24,Online,AO040681,WF9,Upton,England,Yorkshire & the Humber,01JZ3N50X02HYKQDKFBBN24CEQ,LED Strip Light Kit,Home,Home,Lighting & Lamps,38.99,11.45,13,0.02,506.87,148.81,358.06,0.71
LSJ-208727,2023-05-24,In-Store,RH078718,CH48,Wirral,England,North West,01JZ3N52B9GDV354KE3XTD1V7Y,LED Desk Lamp with USB Charging,Office,Office,Lighting,38.99,11.45,9,0.11,350.91,103.02,247.89,0.71
DKW-586708,2023-05-24,Online,KW047861,B12,Birmingham,England,West Midlands,01JZ3N595PZJ9H8ME316E50MJ5,Ceramic Knife Set,Kitchen,Kitchen,Cutlery,39.99,12.00,8,0.16,319.92,95.98,223.94,0.70
JCJ-386849,2023-05-24,In-Store,OZ044834,BD7,Bradford,England,Yorkshire & the Humber,01JZ3NSYPGE5N8VHXNKAD7X1TS,Coffee Making Kit,Kitchen,Kitchen,Coffee Accessories,44.24,17.75,19,0.00,840.56,337.17,503.39,0.60
XHU-195862,2023-05-24,Online,RU058520,OX12,Charlton,England,South East,01JZ3N56BQNGWJE6W17D61P2N9,Ribbed Knit Dress,Clothing , Dresses,Casual Dresses,58.99,17.45,8,0.38,471.92,139.58,332.34,0.70
DRH-806323,2023-05-25,Online,WG049522,NG22,Milton,England,East Midlands,01JZ3NSYT9K9SD186ESMJ7N0SX,Cabbage,Food , Produce,Vegetables,0.44,0.02,14,0.16,6.16,0.22,5.94,0.96
CMA-121885,2023-05-25,Online,PU069170,SN1,Swindon,England,South West,01JZ3NC9S48AQTAAVMVZG11T08,Organic Tomato Ketchup,Food , Condiments,Natural Sauces,2.74,0.80,7,0.00,19.18,5.58,13.60,0.71
LJL-262108,2023-05-25,Online,OF068322,LE15,Seaton,England,East Midlands,01JZ3N53SSWKXSJA1QV3VPAFRD,Strawberry Rhubarb Jam,Food , Condiments,Fruit Spreads,3.29,0.74,15,0.16,49.35,11.06,38.30,0.78
PMU-446711,2023-05-25,Online,IM018779,BT2,Belfast,Northern Ireland,Northern Ireland,01JZ3N55ZXQ710RNGDPT0YJCWE,Cauliflower Rice Stir-Fry,Food , Frozen Foods,Frozen Vegetables,3.99,0.95,15,0.34,59.85,14.21,45.65,0.76
SFG-294842,2023-05-25,Online,WC070179,WC1B,London,England,London,01JZ3N559ZYQSWPHX8MR50F80H,Chocolate Fudge Ice Cream,Food , Frozen Desserts,Ice Cream,4.99,1.25,6,0.21,29.94,7.48,22.46,0.75
EXS-556472,2023-05-25,Online,MN070519,EC1V,London,England,London,01JZ3N5BSZH2CVHMYAMDDGHZ1V,Pepperoni Pizza Rolls,Food , Snacks,Savory Snacks,6.99,2.10,8,0.27,55.92,16.78,39.14,0.70
OXB-781771,2023-05-25,Online,TI063306,LS9,Halton,England,Yorkshire & the Humber,01JZ3NCFX2468YPNRF3YMTWRV4,Cold Brew Coffee Concentrate,Food , Beverages,Coffee,7.24,2.15,20,0.00,144.80,42.94,101.86,0.70
MJP-766180,2023-05-25,Online,DE053807,S1,Sheffield,England,Yorkshire and the Humber,01JZ3N55XBEEKN98YYJ2REX5H8,Marinara Parmesan Baked Ziti,Food , Frozen Meals,Frozen Pasta Dishes,7.49,2.00,5,0.39,37.45,9.99,27.47,0.73
LJD-005818,2023-05-25,Online,PC098340,DN22,Eaton,England,East Midlands,01JZ3NC7X8TGCJBF8PDDB3HDPE,Grass Fed Beef Patties,Food , Meat,Grass-Fed Meat Products,9.99,3.00,19,0.10,189.81,56.94,132.87,0.70
NGA-354380,2023-05-25,In-Store,GF083063,LE16,Middleton,England,East Midlands,01JZ3N52A36FB3FKXD6BYY61T2,Magnetic Chess Set,Toys,Toys,Board Games,18.99,5.45,10,0.04,189.90,54.47,135.43,0.71
RID-224469,2023-05-25,In-Store,TW023701,BS14,Whitchurch,England,South West,01JZ3N5519WGMKBKJ806V54SNA,Chino Shorts,Clothing , Bottoms,Bottoms,33.99,9.95,15,0.12,509.85,149.21,360.65,0.71
DDH-744050,2023-05-25,In-Store,UZ041116,WC2H,London,England,London,01JZ3NC54PM7TR91GSFXWQ57GP,Handmade Leather Journal,Books,Books,Journals,39.14,11.50,12,0.32,469.68,137.96,331.72,0.71
SOR-778814,2023-05-25,Online,AG068508,SG4,Langley,England,East of England,01JZ3NR5N99M8C03CP2NTPC280,Durable Hiking Boots,Footwear,Footwear,Outdoor Footwear,89.14,35.50,15,0.04,1337.10,532.44,804.66,0.60
UOM-353256,2023-05-26,In-Store,GN098386,NE46,Newbiggin,England,North East,01JZ3NTE7RARHN1AMVJRBX9YB7,Tandoori Chicken Marinade,Food , Condiments,Marinades and Sauces,1.74,0.75,4,0.02,6.96,2.98,3.98,0.57
SNH-535103,2023-05-26,Online,CV010333,L33,Liverpool,England,North West,01JZ3NCF73GQMP7KCW5S6RQ2YN,Pumpkin Spice Creamer,Food , Beverages,Coffee Creamers,2.94,0.64,1,0.28,2.94,0.64,2.30,0.78
EBN-907093,2023-05-26,Online,NH020821,NR29,Newport,England,East of England,01JZ3NT4ZZ7W1K4N95CYZYTANF,Nutty Quinoa Salad,Food , Salads,Grain Salads,4.24,1.75,3,0.09,12.72,5.24,7.48,0.59
KUS-452814,2023-05-26,Online,CG029097,EH52,Burnside,Scotland,Scotland,01JZ3N56ZGF92JZC6V49BHMVJY,Gluten-Free Bread,Food , Bakery,Breads,4.49,1.10,14,0.01,62.86,15.36,47.50,0.76
GXQ-215313,2023-05-26,In-Store,QP093451,PH43,Kinloch,Scotland,Scotland,01JZ3N519A0M9FH6ZKFDE0PTNN,Organic Almond Flour,Food , Baking,Flours & Meals,5.99,1.55,9,0.00,53.91,13.92,39.99,0.74
AZO-583721,2023-05-26,Online,QJ071404,B12,Birmingham,England,West Midlands,01JZ3N5BQ3CZJSPBNECMH8WW8H,Warm Knit Beanie,Clothing , Accessories,Headwear,19.14,5.50,9,0.39,172.26,49.47,122.79,0.71
KZI-760053,2023-05-26,In-Store,JA042747,BS37,Horton,England,South West,01JZ3NCDJB231G033HHJRQNR2V,Multicolored LED Strip Lights,Home,Home,Lighting & Lamps,29.24,8.75,1,0.05,29.24,8.75,20.49,0.70
OPV-650817,2023-05-26,In-Store,AO030069,B12,Birmingham,England,West Midlands,01JZ3N52Y1SGGGY29AB0RDPYMH,DIY Candle Kit,Crafts,Crafts,Candle & Soap Making Supplies,33.99,9.95,11,0.36,373.89,109.42,264.47,0.71
VIZ-336988,2023-05-26,Online,QO024751,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NR2HM9DE39M9WJSA1TM5B,Cork Yoga Mat,Fitness,Fitness,Yoga Equipment,39.14,15.50,20,0.30,782.80,309.92,472.88,0.60
WES-422105,2023-05-26,In-Store,SW004365,LS9,Halton,England,Yorkshire & the Humber,01JZ3N58K9G1VKNPBDR7MYCJ12,Cable Knit Cardigan,Clothing , Outerwear,Knitwear,49.14,14.50,7,0.05,343.98,101.48,242.50,0.71
LQI-532679,2023-05-26,Online,RR059936,LN6,Stapleford,England,East Midlands,01JZ3NR0KFE7HESXJMVF2BC45Q,Lightweight Backpacking Tent,Outdoor,Outdoor,Camping Equipment,129.24,51.75,7,0.02,904.68,362.22,542.46,0.60
FIG-691092,2023-05-27,Online,VA029829,B12,Birmingham,England,West Midlands,01JZ3NRA34M61113YYA8NCT0S9,Classic BBQ Sauce,Food , Condiments,BBQ Sauces,1.94,0.62,1,0.38,1.94,0.62,1.32,0.68
EHA-365761,2023-05-27,Online,VN053890,LE16,Middleton,England,East Midlands,01JZ3NC9Y5864GSVSXNJPJ0ZA9,Sweet Chili Dipping Sauce,Food , Condiments,Dips,2.14,0.40,6,0.00,12.84,2.38,10.46,0.81
HKL-059058,2023-05-27,Online,KI071073,RG20,Newtown,England,South East,01JZ3N52RC4HB58V620VSSF49S,Coconut Flakes,Food , Baking,Baking Ingredients,2.29,0.44,2,0.26,4.58,0.87,3.71,0.81
FSD-056030,2023-05-27,Online,JX029371,LE14,Twyford,England,East Midlands,01JZ3NC43E7N9F0YF2RS3D9KC0,Chocolate Covered Pretzels,Food , Snacks,Savory Snacks,2.44,0.49,19,0.11,46.36,9.25,37.11,0.80
OHP-430328,2023-05-27,Online,HX004230,NR34,Brampton,England,East of England,01JZ3NC4BGGVWSZ9567DCXPJYV,Mushroom Soup (canned),Food , Canned Goods,Soups & Broths,2.49,0.75,7,0.22,17.43,5.23,12.20,0.70
PDG-307163,2023-05-27,In-Store,WQ091942,TF6,Aston,England,West Midlands,01JZ3N5AJZSAM3W6HA9BA31331,Lemon Basil Pasta Sauce,Food , Sauces,Pasta Sauces,4.99,1.50,4,0.23,19.96,5.99,13.97,0.70
HCD-302732,2023-05-27,Online,NY046491,DN36,West End,England,East Midlands,01JZ3NC5FZ5MKZD6AG24PKW7TJ,Beef Stew Meat,Food , Meat,Red Meat,5.99,1.80,10,0.22,59.90,17.97,41.93,0.70
SVL-055505,2023-05-27,Online,BN060023,NG34,Newton,England,East Midlands,01JZ3NC51CDFHE4B1FC18XE56C,Dog Training Whistle,Pets,Pets,Training Supplies,8.99,2.70,1,0.40,8.99,2.70,6.29,0.70
ZTH-578920,2023-05-27,Online,HZ072092,LE15,Seaton,England,East Midlands,01JZ3NC7GJZ4R2QD0P2EBYBFTY,Indestructible Dog Toy,Pets,Pets,Dog Toys,15.14,4.30,19,0.31,287.66,81.64,206.02,0.72
QCA-891606,2023-05-27,In-Store,FM017162,LN6,Stapleford,England,East Midlands,01JZ3NTDCG21Y0NJWF49GNJBFW,Smart Plant Monitor,Garden,Garden,Garden Technology,24.24,9.75,2,0.06,48.48,19.49,28.99,0.60
CYC-686233,2023-05-27,Online,JU003803,WC1B,London,England,London,01JZ3N58YR195RJ7CND75PB02Y,Pasta Maker,Kitchen,Kitchen,Small Appliances,38.15,11.20,6,0.38,228.90,67.20,161.70,0.71
WYT-145154,2023-05-27,Online,AE074840,CB4,Church End,England,East of England,01JZ3NR6T52BGJW1NRSQVX0KES,Multi-Layer Food Steamer,Kitchen,Kitchen,Cooking Appliances,39.14,15.50,16,0.01,626.24,247.94,378.30,0.60
LNV-490111,2023-05-27,Online,XB009407,CH48,Wirral,England,North West,01JZ3NT1CY4423EQ1EXZJ9YY0K,Air Mattress,Outdoor,Outdoor,Camping Equipment,49.14,19.50,16,0.18,786.24,311.94,474.30,0.60
FSM-163732,2023-05-27,In-Store,LA010216,LE15,Seaton,England,East Midlands,01JZ3N58DV8F0SG0KG86D5ZDGA,Classic Watch,Accessories,Accessories,Watches,99.14,29.50,3,0.09,297.42,88.49,208.93,0.70
DGG-315151,2023-05-28,In-Store,VH065209,AB55,Tullich,Scotland,Scotland,01JZ3N57E398A90JAH57PTZRCS,Balsamic Vinaigrette,Food , Dressings,Dressings,1.84,0.31,12,0.29,22.08,3.68,18.40,0.83
QXN-816816,2023-05-28,In-Store,AF014962,GL54,Ford,England,South West,01JZ3NCB7CM2B8ZGEG6PPSPCRG,Garden Vegetable Chips,Food , Snacks,Vegetable Snacks,2.64,0.55,18,0.16,47.52,9.85,37.67,0.79
FOI-892262,2023-05-28,In-Store,UV068800,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NTFHW8HHNCMHFWN73DG5E,Sweet Potato Noodles,Food , Pasta,Specialty Pasta,2.94,1.02,3,0.23,8.82,3.05,5.77,0.65
BZR-544647,2023-05-28,Online,LY095086,NE46,Newbiggin,England,North East,01JZ3N51GQPPBPBWQQV6NEC6PS,Artisan Bread,Food , Bakery,Breads,3.59,0.83,11,0.37,39.49,9.10,30.39,0.77
PZZ-296622,2023-05-28,Online,FI092285,LN6,Stapleford,England,East Midlands,01JZ3N59N29JE02F5TRTSMKC5B,Fresh Strawberries,Food , Produce,Fruits,3.99,1.20,17,0.12,67.83,20.35,47.48,0.70
IWY-454825,2023-05-28,In-Store,AV098482,BT2,Belfast,Northern Ireland,Northern Ireland,01JZ3N5ABREGP3AYT376NBW4XR,Sweet Corn Fritters,Food , Frozen,Frozen Appetizers,4.49,1.35,11,0.34,49.39,14.82,34.57,0.70
LSV-255262,2023-05-28,Online,FT033801,N3,Church End,England,London,01JZ3N55AHN6J0M8XWRV2QXKEQ,Dog Training Clicker,Pets,Pets,Training Supplies,4.99,1.25,19,0.08,94.81,23.69,71.12,0.75
APS-641730,2023-05-28,Online,XC052104,LS9,Halton,England,Yorkshire & the Humber,01JZ3N593ZA9RHB418MY5MFT5W,Vegan Cheese,Food , Dairy Alternatives,Plant-Based Cheese,4.99,1.50,13,0.28,64.87,19.46,45.41,0.70
DQW-061697,2023-05-28,Online,KJ002476,SW1E,London,England,London,01JZ3NTBJV0DHTMP743FW430FD,Classic White T-Shirt,Clothing , Tops,T-Shirts,19.14,7.50,7,0.08,133.98,52.47,81.51,0.61
QIA-195868,2023-05-28,In-Store,YR079674,ST20,Marston,England,West Midlands,01JZ3N58AF9KYNNJ5H9FBMVD62,Board Game Storage,Toys,Toys,Game Accessories,19.99,6.00,10,0.19,199.90,59.97,139.93,0.70
ZRH-253999,2023-05-28,Online,KF000783,NE46,Newbiggin,England,North East,01JZ3NCH0TV9XB0N7JV76JYJZS,Desk Lamp with USB Port,Office,Office,Lighting,29.14,8.50,1,0.38,29.14,8.50,20.64,0.71
AWF-700617,2023-05-28,In-Store,GG018526,LN6,Stapleford,England,East Midlands,01JZ3NTAXD7DB5NCWZY1YS4P84,Self-Adhesive Wallpaper,Home,Home,Decorative Wall Art & Accessories,34.24,13.75,1,0.04,34.24,13.75,20.49,0.60
FCZ-095344,2023-05-28,Online,IA056476,GU32,Weston,England,South East,01JZ3N55BDEQMXTRQG127CH6Y4,Crew Neck Sweater,Clothing , Sweaters,Sweaters,38.99,11.45,12,0.23,467.88,137.36,330.52,0.71
GGK-498732,2023-05-28,In-Store,TB077884,GU32,Weston,England,South East,01JZ3NT09HDA8DPDY8X5P01PE7,Electric Kettle,Kitchen,Kitchen,Small Appliances,39.14,15.50,11,0.38,430.54,170.46,260.08,0.60
VEB-289870,2023-05-28,Online,QP030711,SW1E,London,England,London,01JZ3NT5DHWYJN8Z913RW3HPQE,Smartphone Car Mount with Wireless Charging,Automotive,Automotive,Phone Accessories,39.24,15.75,16,0.09,627.84,251.94,375.90,0.60
IYP-450749,2023-05-29,Online,DT019771,AB55,Tullich,Scotland,Scotland,01JZ3NCA9CC0204F973R4DZFPW,Italian Pasta,Food , Grains,Italian Cuisine,1.44,0.19,9,0.16,12.96,1.68,11.28,0.87
KBS-296844,2023-05-29,Online,IA051365,WC1B,London,England,London,01JZ3NTAJJMK1987R9CXRCNGTP,Apple Sauce,Food , Canned Goods,Sauces & Condiments,1.44,0.63,20,0.00,28.80,12.52,16.28,0.57
KID-556616,2023-05-29,Online,TB024905,OX12,Charlton,England,South East,01JZ3NCGYMZSYV4YHNG22P2P9R,Peach Mango Smoothie,Food , Beverages,Smoothies,2.64,0.55,15,0.40,39.60,8.21,31.40,0.79
PCG-961973,2023-05-29,In-Store,TI089468,LS6,Leeds,England,Yorkshire & the Humber,01JZ3NSX8TV9JBR2H9P32ACQX2,Savory Snack Mix,Food , Snacks,Savory Snacks,3.64,1.30,16,0.37,58.24,20.74,37.50,0.64
ZUO-954239,2023-05-29,In-Store,AL070706,AB39,Aberdeen,Scotland,Scotland,01JZ3NR2BSBHMRJHJV7VBNZ4MG,Crispy Tofu Bites,Food , Protein,Protein Snacks,4.24,1.75,2,0.02,8.48,3.49,4.99,0.59
YEH-674018,2023-05-29,In-Store,MS069774,NE46,Newbiggin,England,North East,01JZ3N54QDVS97NFSQG7JP4JRM,Personalized Keychain,Accessories,Accessories,Custom Accessories,9.99,2.75,11,0.17,109.89,30.22,79.67,0.73
PWH-529933,2023-05-29,In-Store,NW022043,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NSXNFCA10KH777YD5QJ02,Children's Educational Workbook,Books,Books,Children's Educational Books,12.14,4.70,8,0.26,97.12,37.57,59.55,0.61
ZPU-615532,2023-05-29,In-Store,MU012349,NN11,Norton,England,East Midlands,01JZ3N5CY5E9AGR9HPDK9Z89M5,Adjustable Skipping Rope,Fitness,Fitness,Cardio Equipment,12.14,3.40,15,0.02,182.10,50.96,131.15,0.72
GPC-285836,2023-05-29,Online,SY098673,WF9,Upton,England,Yorkshire & the Humber,01JZ3N518RPNE3VT4K9NMH7RNA,Fridge Magnet Set,Home,Home,Kitchen Accessories,14.99,4.25,17,0.32,254.83,72.20,182.63,0.72
IPX-031436,2023-05-29,In-Store,HZ072092,OX12,Charlton,England,South East,01JZ3NC7GJZ4R2QD0P2EBYBFTY,Indestructible Dog Toy,Pets,Pets,Dog Toys,15.99,4.80,19,0.09,303.81,91.14,212.67,0.70
